facility_name,location_type,restroom_type,restroom_latitude,restroom_longitude,restroom_location,restroom_open,restroom_accessibility,restroom_changing_stations,restroom_status
Hoffman Park,Park,Multi-Stall W/M Restrooms,40.732977,-73.871532,"c(-73.871532, 40.732977)",Year Round,Not Accessible,0,1
Williamsburg Bridge Bus Depot APT,Public Plaza,Single-Stall All Gender Restroom(s),40.70918,-73.959219,"c(-73.959219, 40.70918)",Year Round,Fully Accessible,0,0
Nelson Playground,Park,Multi-Stall W/M Restrooms,40.835032,-73.926583,"c(-73.926583, 40.835032)",Year Round,Fully Accessible,0,1
Neufeld Playground,Park,Multi-Stall W/M Restrooms,40.783442,-73.984781,"c(-73.984781, 40.783442)",Year Round,Not Accessible,0,1
"Woodside Library, QPL",Library,Single-Stall All Gender Restroom(s),40.74535,-73.909795,"c(-73.909795, 40.74535)",Year Round,Unknown,1,1
"53rd Street Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.760815,-73.977365,"c(-73.977365, 40.760815)",Year Round,Fully Accessible,0,1
"Windsor Terrace Library, BPL",Library,Single-Stall All Gender Restroom(s),40.648758,-73.97676,"c(-73.97676, 40.648758)",Year Round,Partially Accessible,1,1
Triborough Bridge Playground B,Park,Multi-Stall W/M Restrooms,40.774747,-73.923457,"c(-73.923457, 40.774747)",Seasonal,Not Accessible,0,1
Horace Harding Playground,Park,Multi-Stall W/M Restrooms,40.733176,-73.860329,"c(-73.860329, 40.733176)",Seasonal,Not Accessible,0,1
"Queens Village Library, QPL",Library,Single-Stall All Gender Restroom(s),40.719897,-73.73905,"c(-73.73905, 40.719897)",Year Round,Unknown,1,1
Mccarren Park Indoor Tennis,Park,,40.721812,-73.954618,"c(-73.954618, 40.721812)",Seasonal,Unknown,0,1
Sternberg Park,Park,Multi-Stall W/M Restrooms,40.705859,-73.947175,"c(-73.947175, 40.705859)",Year Round,Fully Accessible,0,1
Anibal Aviles Playground,Park,Multi-Stall W/M Restrooms,40.801194,-73.962848,"c(-73.962848, 40.801194)",Year Round,Fully Accessible,0,1
The Ramble,Park,Multi-Stall W/M Restrooms,40.778409,-73.967692,"c(-73.967692, 40.778409)",Year Round,Not Accessible,0,1
Surf Playground,Park,Multi-Stall W/M Restrooms,40.573673,-73.99269,"c(-73.99269, 40.573673)",Year Round,Not Accessible,0,1
Bufano Park,Park,Multi-Stall W/M Restrooms,40.838017,-73.831002,"c(-73.831002, 40.838017)",Year Round,Fully Accessible,0,1
Old Town Playground,Park,Multi-Stall W/M Restrooms,40.595492,-74.081495,"c(-74.081495, 40.595492)",Year Round,Fully Accessible,0,1
"Allerton Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.866813,-73.863224,"c(-73.863224, 40.866813)",Year Round,Fully Accessible,1,1
Lawrence Playground,Park,Multi-Stall W/M Restrooms,40.748454,-73.833706,"c(-73.833706, 40.748454)",Unknown,Fully Accessible,0,0
Greeley Square Park,Park,Multi-Stall All Gender Restrooms,40.748533,-73.98846,"c(-73.98846, 40.748533)",Year Round,Fully Accessible,0,1
Linden Park,Park,Multi-Stall W/M Restrooms,40.658259,-73.88747,"c(-73.88747, 40.658259)",Year Round,Fully Accessible,0,1
Stroud Playground,Park,Multi-Stall W/M Restrooms,40.67499,-73.962244,"c(-73.962244, 40.67499)",Year Round,Not Accessible,0,1
"Kew Gardens Hills Library, QPL",Library,Single-Stall All Gender Restroom(s),40.725957,-73.820759,"c(-73.820759, 40.725957)",Year Round,Unknown,1,1
"Westchester Square Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.840876,-73.846732,"c(-73.846732, 40.840876)",Year Round,Not Accessible,0,1
Crocheron Park Zone 1,Park,Multi-Stall W/M Restrooms,40.772053,-73.769363,"c(-73.769363, 40.772053)",Year Round,Not Accessible,0,1
Canarsie Park Zone 5,Park,,40.635988,-73.883204,"c(-73.883204, 40.635988)",Year Round,Unknown,0,1
Mill Basin Marina,Park,,40.612465,-73.901723,"c(-73.901723, 40.612465)",Year Round,Unknown,0,0
"Martin Luther King, Jr. Playground",Park,Both Single-Stall All Gender and Multi-Stall W/M,40.800334,-73.950318,"c(-73.950318, 40.800334)",Year Round,Fully Accessible,0,1
Webster Playground,Park,Multi-Stall W/M Restrooms,40.859524,-73.892932,"c(-73.892932, 40.859524)",Year Round,Fully Accessible,0,1
Carroll Park,Park,Multi-Stall W/M Restrooms,40.680873,-73.994773,"c(-73.994773, 40.680873)",Year Round,Not Accessible,0,1
John Hancock Playground,Park,,40.682231,-73.955236,"c(-73.955236, 40.682231)",Unknown,Unknown,0,0
"Muhlenberg Library, NYPL",Library,,40.744496,-73.99597,"c(-73.99597, 40.744496)",Future,Unknown,0,0
Damrosch Park,Park,,40.772515,-73.985706,"c(-73.985706, 40.772515)",Year Round,Unknown,0,1
"Baisley Park Library, QPL",Library,Single-Stall All Gender Restroom(s),40.68032,-73.79168,"c(-73.79168, 40.68032)",Year Round,Unknown,1,1
Saw Mill Playground,Park,Multi-Stall W/M Restrooms,40.808919,-73.919313,"c(-73.919313, 40.808919)",Year Round,Fully Accessible,0,1
Fox Playground,Park,Multi-Stall W/M Restrooms,40.63269,-73.923924,"c(-73.923924, 40.63269)",Year Round,Fully Accessible,0,1
Heckscher Playground,Park,Multi-Stall W/M Restrooms,40.768371,-73.977099,"c(-73.977099, 40.768371)",Year Round,Fully Accessible,0,1
Ben Abrams Playground,Park,Multi-Stall W/M Restrooms,40.854383,-73.869675,"c(-73.869675, 40.854383)",Year Round,Fully Accessible,0,1
Pratt Playground,Park,Multi-Stall W/M Restrooms,40.692603,-73.962224,"c(-73.962224, 40.692603)",Year Round,Not Accessible,0,1
"Richmondtown Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.566538,-74.138535,"c(-74.138535, 40.566538)",Year Round,Fully Accessible,1,1
173rd St. Playground,Park,,40.701859,-73.783513,"c(-73.783513, 40.701859)",Year Round,Unknown,0,1
Hoover - Manton Playgrounds,Park,Multi-Stall W/M Restrooms,40.710523,-73.82011,"c(-73.82011, 40.710523)",Year Round,Fully Accessible,0,1
Clove Lakes Park Zone 1,Park,Multi-Stall W/M Restrooms,40.618249,-74.107209,"c(-74.107209, 40.618249)",Seasonal,Not Accessible,0,1
Vinmont Veteran Park,Park,Multi-Stall W/M Restrooms,40.902145,-73.904873,"c(-73.904873, 40.902145)",Year Round,Fully Accessible,0,1
Coney Island Beach Zone 4b,Park,Multi-Stall W/M Restrooms,40.573409,-73.975894,"c(-73.975894, 40.573409)",Seasonal,Fully Accessible,0,1
Battery Park Zone 2,Park,,40.701399,-74.015021,"c(-74.015021, 40.701399)",Year Round,Unknown,0,1
Willoughby Playground,Park,Multi-Stall W/M Restrooms,40.694489,-73.946688,"c(-73.946688, 40.694489)",Seasonal,Partially Accessible,0,1
Dr. Green Playground,Park,Multi-Stall W/M Restrooms,40.667373,-73.907384,"c(-73.907384, 40.667373)",Year Round,Fully Accessible,0,1
John Golden Park,Park,Multi-Stall W/M Restrooms,40.774094,-73.767742,"c(-73.767742, 40.774094)",Year Round,Not Accessible,0,1
Allerton Fields In Bronx Park,Park,Multi-Stall W/M Restrooms,40.869533,-73.876611,"c(-73.876611, 40.869533)",Year Round,Fully Accessible,0,1
"Crown Heights Library, BPL",Library,Single-Stall All Gender Restroom(s),40.661198,-73.948104,"c(-73.948104, 40.661198)",Year Round,Fully Accessible,1,1
Wingate Park,Park,Multi-Stall W/M Restrooms,40.659263,-73.944642,"c(-73.944642, 40.659263)",Year Round,Not Accessible,0,1
Soundview Park Zone 4,Park,Multi-Stall W/M Restrooms,40.819083,-73.878307,"c(-73.878307, 40.819083)",Year Round,Fully Accessible,0,1
Wards Meadow,Park,,40.783076,-73.930757,"c(-73.930757, 40.783076)",Year Round,Fully Accessible,0,1
Fox Park,Park,Multi-Stall W/M Restrooms,40.815141,-73.898529,"c(-73.898529, 40.815141)",Year Round,Fully Accessible,0,1
Breininger Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.726032,-73.728898,"c(-73.728898, 40.726032)",Year Round,Fully Accessible,0,1
"Clinton Hill Library, BPL",Library,Single-Stall All Gender Restroom(s),40.687387,-73.966032,"c(-73.966032, 40.687387)",Year Round,Fully Accessible,1,1
Charybdis Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.779595,-73.92272,"c(-73.92272, 40.779595)",Seasonal,Fully Accessible,0,1
The Ramble,Park,Multi-Stall W/M Restrooms,40.775359,-73.968777,"c(-73.968777, 40.775359)",Year Round,Not Accessible,0,1
Greene Playground,Park,Multi-Stall W/M Restrooms,40.686372,-73.96584,"c(-73.96584, 40.686372)",Year Round,Not Accessible,0,1
Hallets Cove Playground (Area A),Park,Both Single-Stall All Gender and Multi-Stall W/M,40.771632,-73.934655,"c(-73.934655, 40.771632)",Year Round,Fully Accessible,0,1
Jerome Playground,Park,Multi-Stall W/M Restrooms,40.658913,-73.879446,"c(-73.879446, 40.658913)",Unknown,Fully Accessible,0,0
Annadale Playground,Park,Multi-Stall W/M Restrooms,40.731099,-73.851705,"c(-73.851705, 40.731099)",Seasonal,Partially Accessible,0,1
Dag Hammarskjold Food Kiosk,Park,,40.752076,-73.968158,"c(-73.968158, 40.752076)",Year Round,Unknown,0,1
"Gerritsen Beach Library, BPL",Library,Single-Stall All Gender Restroom(s),40.591379,-73.923939,"c(-73.923939, 40.591379)",Year Round,Fully Accessible,1,1
Agnes Haywood Playground,Park,Multi-Stall W/M Restrooms,40.880494,-73.861748,"c(-73.861748, 40.880494)",Year Round,Fully Accessible,0,1
Bath Beach Park,Park,Multi-Stall W/M Restrooms,40.602295,-74.011596,"c(-74.011596, 40.602295)",Seasonal,Fully Accessible,0,1
Prospect Park Lakeside Center,Park,,40.657069,-73.96418,"c(-73.96418, 40.657069)",Year Round,Unknown,0,1
"Harry Belafonte 115th Street Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.802988,-73.953532,"c(-73.953532, 40.802988)",Year Round,Fully Accessible,0,1
Twenty-Four Sycamores Park,Park,Multi-Stall W/M Restrooms,40.759419,-73.958863,"c(-73.958863, 40.759419)",Year Round,Fully Accessible,0,1
John J Carty Park,Park,Multi-Stall W/M Restrooms,40.614496,-74.029411,"c(-74.029411, 40.614496)",Year Round,Not Accessible,0,1
Catbird Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.773579,-73.945039,"c(-73.945039, 40.773579)",Year Round,Fully Accessible,0,1
Ella Fitzgerald Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.74473,-73.787536,"c(-73.787536, 40.74473)",Year Round,Fully Accessible,0,1
Mosholu Playground,Park,Multi-Stall W/M Restrooms,40.872655,-73.882856,"c(-73.882856, 40.872655)",Year Round,Fully Accessible,0,1
Central Park Chess & Checkers House,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.769114,-73.974619,"c(-73.974619, 40.769114)",Year Round,Fully Accessible,0,1
"Cedar Lane Stables, Tudor Pk.",Park,,40.670414,-73.852033,"c(-73.852033, 40.670414)",Year Round,Unknown,0,0
Coleman Playground,Park,Multi-Stall W/M Restrooms,40.710877,-73.993454,"c(-73.993454, 40.710877)",Year Round,Not Accessible,0,1
"Marcy Library, BPL",Library,Single-Stall All Gender Restroom(s),40.691631,-73.951285,"c(-73.951285, 40.691631)",Year Round,Fully Accessible,1,1
"Rego Park Library, QPL",Library,Single-Stall All Gender Restroom(s),40.727325,-73.864504,"c(-73.864504, 40.727325)",Year Round,Unknown,1,1
"New Lots Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.665168,-73.886072,"c(-73.886072, 40.665168)",Year Round,Fully Accessible,1,1
Douglaston Golf Course,Park,,40.752189,-73.732671,"c(-73.732671, 40.752189)",Year Round,Unknown,0,0
"Riverside Library, NYPL",Library,,40.77424,-73.984514,"c(-73.984514, 40.77424)",Year Round,Fully Accessible,0,1
"Laurelton Library, QPL",Library,,40.676961,-73.745675,"c(-73.745675, 40.676961)",Year Round,Unknown,0,0
Paerdegat Basin Marina 4,Park,,40.627064,-73.904208,"c(-73.904208, 40.627064)",Year Round,Unknown,0,1
Adventure Playground,Park,Multi-Stall W/M Restrooms,40.8368,-73.936612,"c(-73.936612, 40.8368)",Year Round,Fully Accessible,0,1
"Windsor Park Library, QPL",Library,Single-Stall All Gender Restroom(s),40.734513,-73.755621,"c(-73.755621, 40.734513)",Year Round,Unknown,1,1
Brooklyn Bridge Park Zone 6,Park,,40.692928,-74.001669,"c(-74.001669, 40.692928)",Year Round,Fully Accessible,0,1
Benson Playground,Park,Multi-Stall W/M Restrooms,40.602372,-74.002325,"c(-74.002325, 40.602372)",Year Round,Not Accessible,0,1
"Tremont Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.846054,-73.898351,"c(-73.898351, 40.846054)",Year Round,Fully Accessible,1,1
Gertrude Ederle Recreation Center,Park,,40.771467,-73.988742,"c(-73.988742, 40.771467)",Year Round,Unknown,0,1
Pelham South Park Headquarters,Park,,40.851719,-73.824705,"c(-73.824705, 40.851719)",Year Round,Unknown,0,1
Franz Sigel Park Zone 1,Park,Multi-Stall W/M Restrooms,40.821366,-73.92599,"c(-73.92599, 40.821366)",Year Round,Fully Accessible,0,1
Seaside Playground,Park,Multi-Stall W/M Restrooms,40.58072,-73.83051,"c(-73.83051, 40.58072)",Year Round,Not Accessible,0,1
Middle Long Meadow,Park,Multi-Stall W/M Restrooms,40.665568,-73.971574,"c(-73.971574, 40.665568)",Year Round,Partially Accessible,0,1
"Schomburg Center for Research in Black Culture, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.814657,-73.940945,"c(-73.940945, 40.814657)",Year Round,Fully Accessible,0,1
Emerald Playground,Park,Multi-Stall W/M Restrooms,40.730822,-73.806078,"c(-73.806078, 40.730822)",Year Round,Not Accessible,0,1
The High Line Zone 2,Park,,40.752578,-74.002128,"c(-74.002128, 40.752578)",Year Round,Unknown,0,1
Brigadier General Charles Young Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.819611,-73.936222,"c(-73.936222, 40.819611)",Year Round,Fully Accessible,0,1
Woods Playground,Park,Multi-Stall W/M Restrooms,40.674839,-73.929227,"c(-73.929227, 40.674839)",Seasonal,Not Accessible,0,1
Flynn Playground,Park,Multi-Stall W/M Restrooms,40.820925,-73.911881,"c(-73.911881, 40.820925)",Year Round,Fully Accessible,0,1
Battery Park City Zone 1,Park,,40.705234,-74.018395,"c(-74.018395, 40.705234)",Year Round,Unknown,0,1
Banneker Playground,Park,Multi-Stall W/M Restrooms,40.69069,-73.948793,"c(-73.948793, 40.69069)",Year Round,Fully Accessible,0,1
Jacob H. Schiff Playground,Park,Multi-Stall W/M Restrooms,40.820365,-73.952109,"c(-73.952109, 40.820365)",Year Round,Not Accessible,0,1
Howard Von Dohlen Playground,Park,Multi-Stall W/M Restrooms,40.69965,-73.813089,"c(-73.813089, 40.69965)",Year Round,Fully Accessible,0,1
South Beach Zone 3,Park,Multi-Stall W/M Restrooms,40.579801,-74.075867,"c(-74.075867, 40.579801)",Year Round,Fully Accessible,0,1
Heckscher Playground,Park,Multi-Stall W/M Restrooms,40.768371,-73.977099,"c(-73.977099, 40.768371)",Year Round,Fully Accessible,0,1
Yak Playground,Park,Multi-Stall W/M Restrooms,40.592456,-73.935791,"c(-73.935791, 40.592456)",Year Round,Fully Accessible,0,1
Fmcp Heliport,Park,,40.74454,-73.850751,"c(-73.850751, 40.74454)",Year Round,Unknown,0,1
Fort Independence Playground,Park,Multi-Stall W/M Restrooms,40.881621,-73.895905,"c(-73.895905, 40.881621)",Unknown,Fully Accessible,0,1
Dyker Beach Park Zone 1,Park,Multi-Stall W/M Restrooms,40.605687,-74.01777,"c(-74.01777, 40.605687)",Year Round,Not Accessible,0,1
Coffey Park Playground,Park,Multi-Stall W/M Restrooms,40.677206,-74.008709,"c(-74.008709, 40.677206)",Year Round,Partially Accessible,0,1
"Jefferson Market Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.734643,-73.999171,"c(-73.999171, 40.734643)",Year Round,Fully Accessible,1,1
Hudson River Park Pier 83,Park,,40.762739,-74.001471,"c(-74.001471, 40.762739)",Year Round,Fully Accessible,0,1
Poe Park,Park,,40.865038,-73.894697,"c(-73.894697, 40.865038)",Year Round,Unknown,0,1
Castle Hill Playground,Park,Multi-Stall W/M Restrooms,40.839026,-73.852972,"c(-73.852972, 40.839026)",Year Round,Fully Accessible,0,1
"Greenpoint Library, BPL",Library,Single-Stall All Gender Restroom(s),40.726036,-73.950696,"c(-73.950696, 40.726036)",Year Round,Fully Accessible,1,1
Cunningham Park Zone 3,Park,Multi-Stall W/M Restrooms,40.736644,-73.770656,"c(-73.770656, 40.736644)",Year Round,Fully Accessible,0,1
Strawberry Playground,Park,Multi-Stall W/M Restrooms,40.709709,-73.955856,"c(-73.955856, 40.709709)",Year Round,Fully Accessible,0,1
"South Beach Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.595811,-74.062982,"c(-74.062982, 40.595811)",Year Round,Fully Accessible,1,1
Peters Field,Park,Multi-Stall W/M Restrooms,40.706435,-73.774661,"c(-73.774661, 40.706435)",Year Round,Not Accessible,0,1
Leonardo Ingravallo Playground,Park,Multi-Stall W/M Restrooms,40.775968,-73.817167,"c(-73.817167, 40.775968)",Year Round,Not Accessible,0,1
875 Third Avenue POPS,Privately Owned Public Space,Multi-Stall W/M Restrooms,40.757226,-73.969197,"c(-73.969197, 40.757226)",Year Round,Fully Accessible,0,1
Sumner Playground,Park,Multi-Stall W/M Restrooms,40.697156,-73.94283,"c(-73.94283, 40.697156)",Seasonal,Fully Accessible,0,1
Rappaport Playground,Park,Multi-Stall W/M Restrooms,40.636784,-74.000795,"c(-74.000795, 40.636784)",Year Round,Not Accessible,0,1
Riverbank Playground,Park,Multi-Stall W/M Restrooms,40.825617,-73.953889,"c(-73.953889, 40.825617)",Year Round,Partially Accessible,0,1
Ferry Point Park Zone 2,Park,Multi-Stall W/M Restrooms,40.812005,-73.838561,"c(-73.838561, 40.812005)",Year Round,Fully Accessible,0,1
Midland Field,Park,Multi-Stall W/M Restrooms,40.576592,-74.099486,"c(-74.099486, 40.576592)",Unknown,Fully Accessible,0,0
"Jerome Park Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.869078,-73.901194,"c(-73.901194, 40.869078)",Year Round,Fully Accessible,1,1
"West New Brighton Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.634517,-74.114823,"c(-74.114823, 40.634517)",Year Round,Fully Accessible,1,1
Alley Springfield Playground,Park,Multi-Stall W/M Restrooms,40.741587,-73.748525,"c(-73.748525, 40.741587)",Year Round,Not Accessible,0,1
Wakefield Playground,Park,Multi-Stall W/M Restrooms,40.901858,-73.854766,"c(-73.854766, 40.901858)",Year Round,Fully Accessible,0,1
Playground One Forty Nine CIL,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.82591,-73.941282,"c(-73.941282, 40.82591)",Seasonal,Fully Accessible,0,1
Luna Playground,Park,Multi-Stall W/M Restrooms,40.576065,-73.978825,"c(-73.978825, 40.576065)",Unknown,Not Accessible,0,0
Ditmars Playground,Park,Multi-Stall W/M Restrooms,40.771561,-73.907325,"c(-73.907325, 40.771561)",Year Round,Partially Accessible,0,1
Big Bush Playground,Park,Multi-Stall W/M Restrooms,40.740247,-73.902657,"c(-73.902657, 40.740247)",Seasonal,Not Accessible,0,1
"Harlem Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.806169,-73.943317,"c(-73.943317, 40.806169)",Year Round,Fully Accessible,0,1
"Brooklyn Heights Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.695691,-73.991349,"c(-73.991349, 40.695691)",Year Round,Fully Accessible,1,1
Forest Park Tennis Courts,Park,Multi-Stall W/M Restrooms,40.697171,-73.858126,"c(-73.858126, 40.697171)",Seasonal,Fully Accessible,0,1
College Point Blvd Soccer Fields,Park,Multi-Stall W/M Restrooms,40.75101,-73.83382,"c(-73.83382, 40.75101)",Year Round,Fully Accessible,0,1
60 Wall Street POPS,Privately Owned Public Space,,40.706249,-74.008506,"c(-74.008506, 40.706249)",Year Round,Unknown,0,0
Wolfe's Pond Park Zone 2,Park,,40.517387,-74.190987,"c(-74.190987, 40.517387)",Year Round,Unknown,0,1
Sheltering Arms Playground,Park,Multi-Stall W/M Restrooms,40.81534,-73.956026,"c(-73.956026, 40.81534)",Unknown,Fully Accessible,0,0
Pomonok Playground,Park,Multi-Stall W/M Restrooms,40.73616,-73.814097,"c(-73.814097, 40.73616)",Year Round,Not Accessible,0,1
Prall Playground,Park,Multi-Stall W/M Restrooms,40.628792,-74.117675,"c(-74.117675, 40.628792)",Unknown,Not Accessible,0,0
Jackson Pond Playground,Park,Multi-Stall W/M Restrooms,40.701114,-73.842982,"c(-73.842982, 40.701114)",Seasonal,Not Accessible,0,1
"Battery Park City Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.715699,-74.01575,"c(-74.01575, 40.715699)",Year Round,Fully Accessible,1,1
Conservatory Garden,Park,Multi-Stall W/M Restrooms,40.794194,-73.952736,"c(-73.952736, 40.794194)",Year Round,Fully Accessible,0,1
"St. Albans Library, QPL",Library,Single-Stall All Gender Restroom(s),40.692508,-73.760074,"c(-73.760074, 40.692508)",Year Round,Unknown,1,1
"Ryder Library, BPL",Library,,40.615888,-73.975968,"c(-73.975968, 40.615888)",Year Round,Unknown,0,0
Lindower Park Playground,Park,Multi-Stall W/M Restrooms,40.612282,-73.911223,"c(-73.911223, 40.612282)",Year Round,Fully Accessible,0,1
Washington Hall Park,Park,Multi-Stall W/M Restrooms,40.695418,-73.966614,"c(-73.966614, 40.695418)",Year Round,Fully Accessible,0,1
Rockaway Beach 05b,Park,Multi-Stall W/M Restrooms,40.58465,-73.810847,"c(-73.810847, 40.58465)",Seasonal,Not Accessible,0,1
Clearview Golf Course,Park,,40.781915,-73.788413,"c(-73.788413, 40.781915)",Year Round,Unknown,0,0
Marie Curie Playground,Park,Multi-Stall W/M Restrooms,40.757089,-73.771511,"c(-73.771511, 40.757089)",Year Round,Fully Accessible,0,1
Judge Moses Weinstein Playground,Park,Multi-Stall W/M Restrooms,40.718693,-73.820438,"c(-73.820438, 40.718693)",Unknown,Fully Accessible,0,1
"Throg's Neck Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.822881,-73.819096,"c(-73.819096, 40.822881)",Year Round,Fully Accessible,0,1
Pilgrim Hill & Conservatory Water,Park,Multi-Stall W/M Restrooms,40.773979,-73.966543,"c(-73.966543, 40.773979)",Year Round,Not Accessible,0,1
Crotona Malls Zone 1,Park,Multi-Stall W/M Restrooms,40.842839,-73.88546,"c(-73.88546, 40.842839)",Unknown,Fully Accessible,0,0
"Jackson Heights Library, QPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.750204,-73.885071,"c(-73.885071, 40.750204)",Year Round,Unknown,0,1
"Bedford Library, BPL",Library,Single-Stall All Gender Restroom(s),40.68182,-73.956166,"c(-73.956166, 40.68182)",Year Round,Fully Accessible,1,0
Owl's Head Park,Park,Multi-Stall W/M Restrooms,40.639297,-74.031998,"c(-74.031998, 40.639297)",Year Round,Fully Accessible,0,1
Cedar Grove Beach Zone 2,Park,,40.559615,-74.101569,"c(-74.101569, 40.559615)",Seasonal,Unknown,0,1
Little Island,Park,,40.741724,-74.010743,"c(-74.010743, 40.741724)",Year Round,Fully Accessible,0,1
"Bellerose Library, QPL",Library,Single-Stall All Gender Restroom(s),40.735169,-73.717106,"c(-73.717106, 40.735169)",Year Round,Unknown,1,1
Holcombe Rucker Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.829191,-73.936172,"c(-73.936172, 40.829191)",Year Round,Fully Accessible,0,1
Parque De Los Ninos Playground,Park,Multi-Stall W/M Restrooms,40.827144,-73.873724,"c(-73.873724, 40.827144)",Year Round,Fully Accessible,0,1
Greenwood Playground,Park,Multi-Stall W/M Restrooms,40.650466,-73.97658,"c(-73.97658, 40.650466)",Year Round,Not Accessible,0,1
"Hunts Point Library, NYPL",Library,,40.818678,-73.894134,"c(-73.894134, 40.818678)",Future,Unknown,0,0
Robert Moses Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.748089,-73.968696,"c(-73.968696, 40.748089)",Year Round,Fully Accessible,0,1
Belmont Playground,Park,Multi-Stall W/M Restrooms,40.850641,-73.887478,"c(-73.887478, 40.850641)",Year Round,Fully Accessible,0,1
Dinosaur Playground,Park,Multi-Stall W/M Restrooms,40.796672,-73.975168,"c(-73.975168, 40.796672)",Year Round,Not Accessible,0,1
Shore Road Park Zone 4,Park,Multi-Stall W/M Restrooms,40.611998,-74.035716,"c(-74.035716, 40.611998)",Year Round,Not Accessible,0,1
Springfield Park North,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.663821,-73.759545,"c(-73.759545, 40.663821)",Year Round,Fully Accessible,0,1
Gravesend Park,Park,Multi-Stall W/M Restrooms,40.623984,-73.984921,"c(-73.984921, 40.623984)",Year Round,Fully Accessible,0,1
"Morris Park Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.848037,-73.856959,"c(-73.856959, 40.848037)",Year Round,Fully Accessible,1,1
Locust Point Marina,Park,,40.816569,-73.806112,"c(-73.806112, 40.816569)",Year Round,Unknown,0,1
Bleecker Playground,Park,Multi-Stall W/M Restrooms,40.736361,-74.005567,"c(-74.005567, 40.736361)",Year Round,Fully Accessible,0,1
Raymond OConnor Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.771005,-73.779037,"c(-73.779037, 40.771005)",Year Round,Fully Accessible,0,1
"Rochdale Village Library, QPL",Library,Single-Stall All Gender Restroom(s),40.672884,-73.770592,"c(-73.770592, 40.672884)",Year Round,Unknown,1,1
"High Bridge Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.837968,-73.923552,"c(-73.923552, 40.837968)",Year Round,Fully Accessible,1,1
Abigail Playground,Park,Multi-Stall W/M Restrooms,40.817324,-73.904836,"c(-73.904836, 40.817324)",Year Round,Fully Accessible,0,1
Playground One Fifty Two CLII,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.827946,-73.939952,"c(-73.939952, 40.827946)",Year Round,Fully Accessible,0,1
Park Of The Americas,Park,Multi-Stall W/M Restrooms,40.748954,-73.861779,"c(-73.861779, 40.748954)",Year Round,Not Accessible,0,1
Captain Mario Fajardo Park,Park,Multi-Stall W/M Restrooms,40.743495,-73.814815,"c(-73.814815, 40.743495)",Year Round,Not Accessible,0,1
"Spuyten Duyvil Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.886294,-73.914652,"c(-73.914652, 40.886294)",Year Round,Partially Accessible,1,1
805 Third Avenue POPS,Privately Owned Public Space,Multi-Stall W/M Restrooms,40.755396,-73.970541,"c(-73.970541, 40.755396)",Year Round,Fully Accessible,0,1
Triassic Playground,Park,Multi-Stall W/M Restrooms,40.73001,-73.835105,"c(-73.835105, 40.73001)",Seasonal,Not Accessible,0,1
American Playground,Park,Multi-Stall W/M Restrooms,40.72874,-73.957634,"c(-73.957634, 40.72874)",Year Round,Fully Accessible,0,1
Pierrepont Playground,Park,Multi-Stall W/M Restrooms,40.696354,-73.997607,"c(-73.997607, 40.696354)",Year Round,Not Accessible,0,1
Fort Washington Park Zone 4,Park,Multi-Stall W/M Restrooms,40.868463,-73.93125,"c(-73.93125, 40.868463)",Year Round,Not Accessible,0,1
"Flatlands Library, BPL",Library,Single-Stall All Gender Restroom(s),40.619776,-73.933215,"c(-73.933215, 40.619776)",Year Round,Fully Accessible,1,1
Captain William Harry Thompson Playground,Park,Multi-Stall W/M Restrooms,40.834327,-73.877894,"c(-73.877894, 40.834327)",Year Round,Fully Accessible,0,1
